0.005 -0.830832940849631
0.012875076789433 -0.75
0.015 -0.727909254978128
0.0221399401889575 -0.65
0.025 -0.618562493923447
0.0317161865083661 -0.55
0.035 -0.51625375353003
0.0428868255390627 -0.45
0.045 -0.431146336406228
0.055 -0.365210075336915
0.0584442476987475 -0.35
0.065 -0.317112645296951
0.075 -0.284175449603498
0.085 -0.263277537854431
0.095 -0.251140809140109
0.0989196393388021 -0.25
0.105 -0.247820284562525
0.107832215299922 -0.25
0.115 -0.254462311283493
0.125 -0.266157747631026
0.135 -0.277565487339157
0.145 -0.285089613193702
0.155 -0.290683229439285
0.165 -0.299386885499357
0.175 -0.315487452950355
0.185 -0.340772232878464
0.187890727790014 -0.35
0.195 -0.37160550346649
0.205 -0.402837781100428
0.215 -0.429969424994781
0.223794084755904 -0.45
0.225 -0.452291271358129
0.235 -0.472548949182453
0.245 -0.499547137281584
0.255 -0.536064114307274
0.258252562448767 -0.55
0.265 -0.577743302416025
0.275 -0.620147765067788
0.282762230505639 -0.65
0.285 -0.658053932527974
0.295 -0.689366259581216
0.305 -0.721370221721929
0.312658882605616 -0.75
0.315 -0.758699508055906
0.325 -0.801095951887416
0.335 -0.845044345387163
0.336270831894717 -0.85
0.345 -0.884095709664009
0.355 -0.921564728245046
0.361765252957403 -0.95
0.365 -0.964961739283752
0.375 -1.02157158171417
0.379297392587256 -1.05
0.385 -1.09138652094494
0.392729518024166 -1.15
0.395 -1.16838896049657
0.405 -1.24516657512665
0.405592789109704 -1.25
0.415 -1.34002476322583
0.416099343236825 -1.35
0.425 -1.43716396169795
0.426351056007563 -1.45
0.435 -1.5384644798839
0.436141282333181 -1.55
0.444489790915639 -1.65
0.445 -1.65833679494884
0.450561617737669 -1.75
0.454605907452328 -1.85
0.455 -1.86726724743617
0.456844668311829 -1.95
0.457359068963204 -2.05
0.456079170982365 -2.15
0.455 -2.18432875487677
0.452917750567695 -2.25
0.447770036639503 -2.35
0.445 -2.38820687064767
0.440611271149903 -2.45
0.435 -2.51288622246728
0.431728334630947 -2.55
0.425 -2.61462003186627
0.421191333996868 -2.65
0.415 -2.69948503958136
0.407980785130076 -2.75
0.405 -2.76920430845723
0.395 -2.8299726482452
0.391718277064215 -2.85
0.385 -2.89038556193858
0.375022941948678 -2.95
0.375 -2.95013593178928
0.365 -3.00597885250112
0.35529456245492 -3.05
0.355 -3.05130918025828
0.345 -3.09323603352992
0.335 -3.13474801238306
0.331510087982999 -3.15
0.325 -3.1797935680228
0.315 -3.22311497144043
0.307397623545955 -3.25
0.305 -3.25829338983406
0.295 -3.28541086483997
0.285 -3.30795877003409
0.275 -3.33151141613879
0.268379314471977 -3.35
0.265 -3.35996052952117
0.255 -3.39219890635795
0.245 -3.42175434792073
0.235 -3.44682376639706
0.23359531994312 -3.45
0.225 -3.470452665666
0.215 -3.49438738938142
0.205 -3.52016883090584
0.195 -3.54656134865965
0.193566210285072 -3.55
0.185 -3.57052312625717
0.175 -3.58824192147782
0.165 -3.59876767714322
0.155 -3.60229284733253
0.145 -3.60030018079289
0.135 -3.59585920939575
0.125 -3.59261084875452
0.115 -3.59287565932358
0.105 -3.59598177039501
0.095 -3.59884345461811
0.085 -3.59718312965524
0.075 -3.587160772466
0.065 -3.5648951251629
0.0609679512187812 -3.55
0.055 -3.52718987564609
0.045 -3.46902085955039
0.0425336688511493 -3.45
0.035 -3.39267313146313
0.0302469971811688 -3.35
0.025 -3.30374599372332
0.0191533950979888 -3.25
0.015 -3.21134030534063
0.00801609071084245 -3.15
0.005 -3.12185559716372
