3.236438989027545432e+01 2.659895628761355546e+00
4.501665079317686491e+01 2.426320185599763146e+00
4.757239718303564047e+01 2.367866413901311695e+00
4.566019322828921645e+01 2.826591902585421145e+00
4.079187926265628050e+01 2.595472269073762828e+00
3.321408079112816125e+01 2.344947070996393990e+00
5.206577740661054321e+01 2.714067464400772067e+00
3.996972564812841000e+01 2.603467372243522426e+00
3.640816830097439549e+01 2.276059646764683642e+00
3.766881497387529265e+01 2.275183199964441183e+00
3.614032281597218343e+01 2.507520348582359837e+00
3.389916197065049630e+01 2.607782174450315349e+00
4.256968023375434740e+01 2.401102504783082736e+00
4.465208070888444070e+01 2.304842351292804903e+00
3.610440682856633998e+01 2.567644860934806150e+00
5.278123063548716232e+01 2.363444736378738753e+00
3.182474254958412629e+01 2.111754221382339480e+00
3.989541728720088543e+01 2.300133195173099665e+00
5.301371930590666182e+01 2.588514489838819710e+00
4.240883322776481634e+01 2.467590884273797247e+00
3.325867296379943383e+01 2.450624141678466206e+00
4.030514782973033050e+01 2.436038368220572625e+00
4.048898635106714039e+01 2.351371933056877861e+00
3.720363682902360836e+01 2.550176725430738589e+00
4.531751498288690527e+01 2.740830551837583062e+00
3.946022974791039672e+01 2.514539793374799714e+00
3.219223331544341704e+01 2.289086729729108427e+00
4.018341640527089709e+01 2.123644120706563498e+00
3.618985881649358305e+01 2.511864432269776071e+00
2.968244763905762085e+01 2.661364470036335916e+00
3.793314674778623896e+01 2.657012067059523197e+00
4.122380650057630902e+01 2.346802239550389135e+00
3.693286612351754883e+01 2.727236148087146983e+00
3.632061599363013471e+01 2.379518238227911198e+00
3.583205999937903385e+01 2.589284155263531062e+00
3.971551776787996602e+01 2.317186426420924317e+00
3.659335736883314638e+01 2.532511670973876861e+00
3.560120385374996488e+01 2.630713192061093331e+00
4.353750128478708348e+01 2.237532493525147714e+00
4.107749916945771673e+01 2.378500250779849168e+00
2.984282261973037720e+01 2.453800979168307972e+00
4.080557171659481952e+01 2.812417926655142786e+00
4.516558162160537648e+01 2.736732082691009982e+00
3.534210073540867114e+01 2.394919366641726999e+00
3.668500775945295800e+01 2.442102506406405915e+00
4.701179665575911315e+01 2.240255026244084569e+00
4.244281277287195309e+01 2.560572356855113529e+00
5.251387713682633063e+01 2.384931898369728742e+00
4.420469522923630024e+01 2.766854180889081416e+00
4.102091367205048300e+01 2.250991953867856221e+00
3.722179125422316304e+01 2.323959087715790517e+00
4.046019148149913747e+01 2.704167265273390353e+00
3.912492801516263086e+01 2.981838877462531734e+00
4.540341946576180732e+01 2.436821372693936727e+00
4.844015149728012659e+01 2.250625790229694889e+00
4.760461938593624609e+01 2.328109479875619225e+00
3.667367717221444678e+01 2.506074286981319510e+00
3.120043658337625914e+01 2.443002743705595226e+00
4.174301474993551864e+01 2.730120662757192562e+00
4.364315629859113699e+01 2.466326366167250761e+00
4.250449344790182948e+01 2.337483456823743033e+00
3.468111707670671251e+01 2.604441668276046062e+00
3.972885489440798779e+01 2.274107389221665443e+00
3.455849827313239331e+01 2.369782158354053703e+00
3.376142581211438909e+01 2.504477491196643868e+00
3.229011128371578110e+01 2.717695540442269575e+00
3.918080726218271792e+01 2.404998985877297990e+00
3.398126722790745191e+01 2.315600838573087739e+00
3.335429896131017102e+01 2.750847246485061959e+00
4.030113271431627453e+01 2.110031536244927342e+00
2.931317798307445699e+01 2.723042764273293947e+00
4.061903182759677122e+01 2.397692701348121069e+00
3.238718020758425808e+01 2.521597895188177230e+00
3.174625381083103903e+01 2.579931768940055381e+00
3.611880062179402273e+01 2.624125102628696027e+00
2.965329818310778975e+01 2.729200752413468045e+00
2.421720690289370381e+01 2.377362743259408440e+00
3.898164868171009090e+01 2.226554061648059246e+00
2.997549129881902985e+01 2.499151994129443999e+00
3.390674072299437825e+01 2.469239238388761137e+00
3.777431745710617861e+01 2.391858897529366867e+00
3.510236678046167214e+01 2.887333211391864385e+00
3.324299917869517174e+01 2.389881277666352499e+00
2.886658465242109628e+01 2.582469797235245501e+00
3.475846511240379044e+01 2.794368977550337085e+00
4.303199012452732575e+01 2.413549810713290888e+00
3.949820851977793268e+01 2.287788100077018161e+00
3.143861222137424960e+01 2.454141121889794164e+00
5.825742686872771969e+01 2.552662782704275379e+00
3.732256494665464430e+01 2.125681575600376849e+00
3.811514744568552260e+01 2.652773185609926809e+00
3.708662349026449334e+01 2.318853426434343223e+00
4.299526913664245598e+01 2.290125407126589963e+00
3.470849159554859398e+01 2.599116758909886471e+00
4.230793080609198853e+01 2.345446023327693474e+00
4.223000156948595674e+01 2.375859320282939890e+00
4.832491692656589066e+01 2.563765524814613173e+00
3.498868117649648468e+01 2.309655388796231446e+00
4.761369280409041949e+01 2.546152426470988495e+00
4.233788300496364343e+01 2.243397569416914372e+00
4.192249958659122910e+01 2.511839737635112701e+00
4.835281242225472198e+01 2.673909324205662852e+00
3.738172640420726367e+01 2.396517722933718897e+00
3.779587901291039032e+01 2.411892490892324936e+00
3.084053673390532424e+01 2.811893960069676623e+00
4.413119398572026597e+01 2.667701670522166779e+00
4.971823864770497181e+01 2.508158269217660497e+00
4.872012329416248377e+01 2.219046009901517014e+00
3.212571795703371436e+01 2.529233579815191924e+00
3.316218481821899644e+01 2.290504701113456054e+00
3.914861371145727276e+01 2.307721467006758509e+00
3.637769163832213337e+01 2.533140638026035951e+00
4.472155999335928556e+01 2.793263546042676015e+00
4.443437058939507978e+01 2.549610358749046846e+00
4.427754465844158460e+01 2.458990629136505124e+00
4.029598924007288474e+01 2.548843592459878238e+00
4.294315203620315202e+01 2.324474322779849889e+00
4.233361452254402479e+01 2.611400883709984910e+00
4.184154928322602274e+01 2.340072965388912074e+00
3.266309498294040026e+01 2.392381313602236492e+00
4.310615952715570387e+01 2.270288287464891752e+00
4.971458296126213128e+01 2.236584331723062036e+00
3.809971575039097047e+01 2.429049391376104428e+00
3.122924394331822384e+01 2.595308671144891832e+00
3.514490049687542950e+01 2.295284435957478220e+00
4.314017018820545246e+01 2.752055989104383205e+00
3.563599497628800350e+01 2.388017059389008878e+00
